unique_id,date,source,headline,url
2022-04-14_ko_0000,2022-04-14,Kompas,Pembangunan Tol Cijago Seksi 3 Ditargetkan Rampung Oktober 2022,https://megapolitan.kompas.com/read/2022/04/14/23105171/pembangunan-tol-cijago-seksi-3-ditargetkan-rampung-oktober-2022
2022-04-14_ko_0001,2022-04-14,Kompas,"Hampir Setahun, Kasus Dugaan Wartawan Diintimidasi Saat Meliput Promo BTS Meal Mandek",https://megapolitan.kompas.com/read/2022/04/14/23035721/hampir-setahun-kasus-dugaan-wartawan-diintimidasi-saat-meliput-promo-bts
2022-04-14_ko_0002,2022-04-14,Kompas,Arti Lambang Kota Tangerang dan Mottonya,https://megapolitan.kompas.com/read/2022/04/14/23000091/arti-lambang-kota-tangerang-dan-mottonya
2022-04-14_ko_0003,2022-04-14,Kompas,Komnas HAM Sebut Polda Sumut Kembali Gali Satu Makam Korban Kerangkeng Manusia di Langkat,https://nasional.kompas.com/read/2022/04/14/22475671/komnas-ham-sebut-polda-sumut-kembali-gali-satu-makam-korban-kerangkeng
2022-04-14_ko_0004,2022-04-14,Kompas,"Polisi Akan Panggil Ello dan Billy Syahputra Terkait Kasus Robot ""Trading"" DNA Pro Pekan Depan",https://nasional.kompas.com/read/2022/04/14/22431411/polisi-akan-panggil-ello-dan-billy-syahputra-terkait-kasus-robot-trading-dna
2022-04-14_ko_0005,2022-04-14,Kompas,3 Penjual Kerupuk Buang Pisau yang Dipakai untuk Tusuk Tukang Parkir di Bekasi Saat Kabur,https://megapolitan.kompas.com/read/2022/04/14/22372611/3-penjual-kerupuk-buang-pisau-yang-dipakai-untuk-tusuk-tukang-parkir-di
2022-04-14_ko_0006,2022-04-14,Kompas,Pukat UGM Nilai Pelanggaran Etik Lili Pintauli Telah Rugikan Negara,https://nasional.kompas.com/read/2022/04/14/22281781/pukat-ugm-nilai-pelanggaran-etik-lili-pintauli-telah-rugikan-negara
2022-04-14_ko_0007,2022-04-14,Kompas,KPK Duga Abdul Gafur Tentukan Pembayaran untuk Dapat Izin Usaha di Kabupaten PPU,https://nasional.kompas.com/read/2022/04/14/22174161/kpk-duga-abdul-gafur-tentukan-pembayaran-untuk-dapat-izin-usaha-di-kabupaten
2022-04-14_ko_0008,2022-04-14,Kompas,"Tak Tunggu Jelang Lebaran, Sejumlah Warga Putuskan Mudik pada Libur Panjang Akhir Pekan Ini",https://megapolitan.kompas.com/read/2022/04/14/22170971/tak-tunggu-jelang-lebaran-sejumlah-warga-putuskan-mudik-pada-libur
2022-04-14_ko_0009,2022-04-14,Kompas,Puluhan Bus di Terminal Poris Plawad Jalani Inspeksi Keselamatan Jelang Mudik Lebaran,https://megapolitan.kompas.com/read/2022/04/14/22142201/puluhan-bus-di-terminal-poris-plawad-jalani-inspeksi-keselamatan-jelang
2022-04-14_ko_0010,2022-04-14,Kompas,Pukat Nilai Lili Pintauli Tak Paham Integritas sebagai Nilai Dasar di KPK,https://nasional.kompas.com/read/2022/04/14/22092281/pukat-nilai-lili-pintauli-tak-paham-integritas-sebagai-nilai-dasar-di-kpk
2022-04-14_ko_0011,2022-04-14,Kompas,"Himpun Zakat hingga Rp 5 Miliar Saat Ramadhan, Pemkot Jaksel Berencana Bedah Rumah Warga",https://megapolitan.kompas.com/read/2022/04/14/22081931/himpun-zakat-hingga-rp-5-miliar-saat-ramadhan-pemkot-jaksel-berencana
2022-04-14_ko_0012,2022-04-14,Kompas,Saksi Sebut Tim Pemeriksa Pajak DJP Terima ‘Tanda Terima Kasih’ Senilai Rp 700 Juta dari PT Link Net,https://nasional.kompas.com/read/2022/04/14/22055241/saksi-sebut-tim-pemeriksa-pajak-djp-terima-tanda-terima-kasih-senilai-rp-700
2022-04-14_ko_0013,2022-04-14,Kompas,"412 Korban Robot ""Trading"" DNA Pro Melaporkan Kerugian Rp 31 Miliar ke Bareskrim",https://nasional.kompas.com/read/2022/04/14/22014491/412-korban-robot-trading-dna-pro-melaporkan-kerugian-rp-31-miliar-ke
2022-04-14_ko_0014,2022-04-14,Kompas,"Penjual Kerupuk Tusuk Tukang Parkir di Bekasi, Emosi Tersulut Saat Mabuk",https://megapolitan.kompas.com/read/2022/04/14/21593491/penjual-kerupuk-tusuk-tukang-parkir-di-bekasi-emosi-tersulut-saat-mabuk
2022-04-14_ko_0015,2022-04-14,Kompas,Pemukul Pertama Ade Armando Disebut Minta Maaf ke Seseorang Sebelum Ditangkap di Ponpes,https://megapolitan.kompas.com/read/2022/04/14/21505241/pemukul-pertama-ade-armando-disebut-minta-maaf-ke-seseorang-sebelum
2022-04-14_ko_0016,2022-04-14,Kompas,"Cerita Warga Soal Polemik Sengketa Lahan Pancoran Buntu, Berawal dari 2 Orang yang Mengaku Ahli Waris",https://megapolitan.kompas.com/read/2022/04/14/21211501/cerita-warga-soal-polemik-sengketa-lahan-pancoran-buntu-berawal-dari-2
2022-04-14_ko_0017,2022-04-14,Kompas,Revisi KUHP Dinilai Harus Tegaskan Pemaksaan Aborsi sebagai Kekerasan Seksual,https://nasional.kompas.com/read/2022/04/14/21060511/revisi-kuhp-dinilai-harus-tegaskan-pemaksaan-aborsi-sebagai-kekerasan
2022-04-14_ko_0018,2022-04-14,Kompas,"Tergiur Keuntungan Besar, Ratusan Orang di Bekasi Disebut Jadi Korban Investasi Bodong Berkedok Arisan Online",https://megapolitan.kompas.com/read/2022/04/14/21060461/tergiur-keuntungan-besar-ratusan-orang-di-bekasi-disebut-jadi-korban
2022-04-14_ko_0019,2022-04-14,Kompas,"Ivan Gunawan Mengaku Tak Kenal ""Cofounder"" DNA Pro",https://nasional.kompas.com/read/2022/04/14/20505591/ivan-gunawan-mengaku-tak-kenal-cofounder-dna-pro
2022-04-14_ko_0020,2022-04-14,Kompas,"Tarif Listrik-Elpiji Bakal Naik, Puan Minta Pemerintah Perhatikan ""Timing""",https://nasional.kompas.com/read/2022/04/14/20450061/tarif-listrik-elpiji-bakal-naik-puan-minta-pemerintah-perhatikan-timing
