unique_id,date,headline,source,url
2020-10-24_ko_0001,2020-10-24, Terima Kasih atas Pengabdian Tulus Para Dokter...,Kompas,https://nasional.kompas.com/read/2020/10/24/22421701/menkes-terima-kasih-atas-pengabdian-tulus-para-dokter
2020-10-24_ko_0002,2020-10-24,"Ketum Golkar: Target Menang Pilkada 60 Persen, Langkah Awal Rebut Kejayaan 2024",Kompas,https://nasional.kompas.com/read/2020/10/24/22242741/ketum-golkar-target-menang-pilkada-60-persen-langkah-awal-rebut-kejayaan
2020-10-24_ko_0003,2020-10-24,"Anggota DPRD Jeneponto Dibacok, Berawal dari Masalah Knalpot Bising",Kompas,https://regional.kompas.com/read/2020/10/24/22001901/anggota-dprd-jeneponto-dibacok-berawal-dari-masalah-knalpot-bising
2020-10-24_ko_0004,2020-10-24,"Usai Bertemu Calon Suami, Perempuan Ini Kehilangan Indra Penciuman, Ternyata Kena Corona",Kompas,https://regional.kompas.com/read/2020/10/24/21464131/usai-bertemu-calon-suami-perempuan-ini-kehilangan-indra-penciuman-ternyata
2020-10-24_ko_0005,2020-10-24,Jokowi Ungkap Alasan RUU Cipta Kerja Dikebut di Tengah Pandemi,Kompas,https://nasional.kompas.com/read/2020/10/24/21300901/jokowi-ungkap-alasan-ruu-cipta-kerja-dikebut-di-tengah-pandemi
2020-10-24_ko_0006,2020-10-24,"Detik-detik Perwira Polisi Ditangkap Bawa 16 Kg Sabu, Sempat Diberondong Tembakan agar Menyerah",Kompas,https://regional.kompas.com/read/2020/10/24/21292761/detik-detik-perwira-polisi-ditangkap-bawa-16-kg-sabu-sempat-diberondong
2020-10-24_ko_0007,2020-10-24,"Awalnya untuk Usir Kebosanan, Kini Usaha Sofa Botol Plastik Andi Bisa Raup Jutaan Rupiah",Kompas,https://regional.kompas.com/read/2020/10/24/21213081/awalnya-untuk-usir-kebosanan-kini-usaha-sofa-botol-plastik-andi-bisa-raup
2020-10-24_ko_0008,2020-10-24,Ketum Golkar: UU Cipta Kerja Terobosan Historis Tanpa Paksaan Siapa Pun,Kompas,https://nasional.kompas.com/read/2020/10/24/21115421/ketum-golkar-uu-cipta-kerja-terobosan-historis-tanpa-paksaan-siapa-pun
2020-10-24_ko_0009,2020-10-24,"Mayat Wanita Pekerja Kafe Ditemukan di Kolam Penangkaran Buaya, Ini Dugaan Polisi",Kompas,https://regional.kompas.com/read/2020/10/24/20535241/mayat-wanita-pekerja-kafe-ditemukan-di-kolam-penangkaran-buaya-ini-dugaan
2020-10-24_ko_0010,2020-10-24,"Kasus Red Notice, Djoko Tjandra dan 2 Jenderal Polisi Jalani Sidang Perdana Selasa Pekan Depan",Kompas,https://nasional.kompas.com/read/2020/10/24/20520091/kasus-red-notice-djoko-tjandra-dan-2-jenderal-polisi-jalani-sidang-perdana
2020-10-24_ko_0011,2020-10-24,Seorang Perwira Polisi di Pekanbaru Ditangkap karena Edarkan Sabu,Kompas,https://regional.kompas.com/read/2020/10/24/20381071/seorang-perwira-polisi-di-pekanbaru-ditangkap-karena-edarkan-sabu
2020-10-24_ko_0012,2020-10-24,UPDATE 24 Oktober: Kasus Aktif Covid-19 di Depok 1.297,Kompas,https://megapolitan.kompas.com/read/2020/10/24/20344551/update-24-oktober-kasus-aktif-covid-19-di-depok-1297
2020-10-24_ko_0013,2020-10-24,"Viral, Detik-detik Polisi Tangkap Pengedar Narkoba, Diwarnai Kejar-kejaran Mobil dan Suara Tembakan",Kompas,https://regional.kompas.com/read/2020/10/24/20284841/viral-detik-detik-polisi-tangkap-pengedar-narkoba-diwarnai-kejar-kejaran
2020-10-24_ko_0014,2020-10-24,Mahasiswa FK dan FKM UI Juara Kompetisi Kesehatan Global,Kompas,https://megapolitan.kompas.com/read/2020/10/24/19563341/mahasiswa-fk-dan-fkm-ui-juara-kompetisi-kesehatan-global
2020-10-24_ko_0015,2020-10-24,Gugus Tugas Covid-19 Klaim 70 Persen Warga Banten Patuh Protokol Kesehatan,Kompas,https://regional.kompas.com/read/2020/10/24/19502151/gugus-tugas-covid-19-klaim-70-persen-warga-banten-patuh-protokol-kesehatan
2020-10-24_ko_0016,2020-10-24,Ini Protokol Kesehatan Menonton Film di Bioskop DKI Saat PSBB Transisi,Kompas,https://megapolitan.kompas.com/read/2020/10/24/19465811/ini-protokol-kesehatan-menonton-film-di-bioskop-dki-saat-psbb-transisi
2020-10-24_ko_0017,2020-10-24,UPDATE 24 Oktober: Kasus Covid-19 di Jakarta Tembus 100.220,Kompas,https://megapolitan.kompas.com/read/2020/10/24/19184561/update-24-oktober-kasus-covid-19-di-jakarta-tembus-100220
2020-10-24_ko_0018,2020-10-24,"Kandang Ayam Kebakaran, 40.000 Ekor Ayam Hangus Terbakar",Kompas,https://regional.kompas.com/read/2020/10/24/19142301/kandang-ayam-kebakaran-40000-ekor-ayam-hangus-terbakar
2020-10-24_ko_0019,2020-10-24,"Banyak Layangan Dimainkan di Sekitar Bandara, Salah Satunya Tersangkut di Pesawat",Kompas,https://regional.kompas.com/read/2020/10/24/19135321/banyak-layangan-dimainkan-di-sekitar-bandara-salah-satunya-tersangkut-di
2020-10-24_ko_0020,2020-10-24,"Libur Panjang Akhir Oktober, 6 Kawasan Wisata di Jateng Dijaga Ketat",Kompas,https://regional.kompas.com/read/2020/10/24/19113491/libur-panjang-akhir-oktober-6-kawasan-wisata-di-jateng-dijaga-ketat
2020-10-24_ko_0021,2020-10-24,Pesan Terakhir Wali Kota Tasikmalaya untuk Warganya Sebelum Ditahan KPK,Kompas,https://regional.kompas.com/read/2020/10/24/19113061/pesan-terakhir-wali-kota-tasikmalaya-untuk-warganya-sebelum-ditahan-kpk
2020-10-24_ko_0022,2020-10-24,"Fransiska Ditemukan Tewas di Kolam Penangkaran Buaya, Tangannya Diikat Lakban",Kompas,https://regional.kompas.com/read/2020/10/24/18402881/fransiska-ditemukan-tewas-di-kolam-penangkaran-buaya-tangannya-diikat-lakban
2020-10-24_ko_0023,2020-10-24, Vaksin Covid-19 Sulit Diterima Publik jika Belum Lolos Uji Klinis Fase 3,Kompas,https://nasional.kompas.com/read/2020/10/24/18333711/virolog-vaksin-covid-19-sulit-diterima-publik-jika-belum-lolos-uji-klinis
2020-10-24_ko_0024,2020-10-24,Sederet Fakta Oknum Polisi dan TNI Jadi Pemasok Senjata Api KKB di Papua,Kompas,https://regional.kompas.com/read/2020/10/24/18300041/sederet-fakta-oknum-polisi-dan-tni-jadi-pemasok-senjata-api-kkb-di-papua
2020-10-24_ko_0025,2020-10-24, Dokter Harus Berpihak pada Kelangsungan Hidup Manusia,Kompas,https://nasional.kompas.com/read/2020/10/24/18232321/mahfud-dokter-harus-berpihak-pada-kelangsungan-hidup-manusia
2020-10-24_ko_0026,2020-10-24,"Sesaat Sebelum Tewas, Wanita Ini Diminta oleh Pembunuhnya Sebutkan PIN ATM",Kompas,https://regional.kompas.com/read/2020/10/24/18134381/sesaat-sebelum-tewas-wanita-ini-diminta-oleh-pembunuhnya-sebutkan-pin-atm
2020-10-24_ko_0027,2020-10-24,Ini Lima Langkah Efektif Cegah Covid-19 di Pesantren dari Epidemiolog,Kompas,https://nasional.kompas.com/read/2020/10/24/18120061/ini-lima-langkah-efektif-cegah-covid-19-di-pesantren-dari-epidemiolog
2020-10-24_ko_0028,2020-10-24,"Di HUT IDI, Mahfud Tegaskan Penanganan Kesehatan dan Ekonomi Harus Bersamaan",Kompas,https://nasional.kompas.com/read/2020/10/24/18101851/di-hut-idi-mahfud-tegaskan-penanganan-kesehatan-dan-ekonomi-harus-bersamaan
2020-10-24_ko_0029,2020-10-24,"Murung di Rumah, Seorang Remaja Putri Ternyata Jadi Korban Pemerkosaan 2 Pemuda",Kompas,https://regional.kompas.com/read/2020/10/24/18012061/murung-di-rumah-seorang-remaja-putri-ternyata-jadi-korban-pemerkosaan-2
2020-10-24_ko_0030,2020-10-24,"Pusat Keramaian Sumedang Dipantau CCTV, Warga Tak Pakai Masker Langsung Ditindak",Kompas,https://nasional.kompas.com/read/2020/10/24/17551581/pusat-keramaian-sumedang-dipantau-cctv-warga-tak-pakai-masker-langsung
2020-10-24_ko_0031,2020-10-24,"UPDATE Covid-19 di Jabar, Jateng, Banten, Sumsel, Babel, dan Lampung 24 Oktober 2020",Kompas,https://regional.kompas.com/read/2020/10/24/17483611/update-covid-19-di-jabar-jateng-banten-sumsel-babel-dan-lampung-24-oktober
