unique_id,date,source,headline,url
2021-12-03_an_01_1,2021-12-03,Antara,Kejagung membentuk tim penyidik kasus HAM Berat Paniai Papua,https://www.antaranews.com/berita/2563849/kejagung-membentuk-tim-penyidik-kasus-ham-berat-paniai-papua
2021-12-03_an_01_2,2021-12-03,Antara,140 Seniman ramaikan Pasar Seni Lukis Indonesia,https://www.antaranews.com/video/2563837/140-seniman-ramaikan-pasar-seni-lukis-indonesia
2021-12-03_an_01_3,2021-12-03,Antara,"Kontra West Ham, Chelsea masih dihantui cedera pemain",https://www.antaranews.com/berita/2563845/kontra-west-ham-chelsea-masih-dihantui-cedera-pemain
2021-12-03_an_01_4,2021-12-03,Antara,Adaro kirim tim rescue dan logistik ke dua lokasi banjir Kalsel,https://www.antaranews.com/berita/2563841/adaro-kirim-tim-rescue-dan-logistik-ke-dua-lokasi-banjir-kalsel
2021-12-03_an_01_5,2021-12-03,Antara,KND sebut perlu pemberian ruang kreasi bagi disabilitas,https://www.antaranews.com/video/2563809/knd-sebut-perlu-pemberian-ruang-kreasi-bagi-disabilitas
2021-12-03_an_01_6,2021-12-03,Antara,Polda Sumut mendirikan 121 Pospam Natal,https://www.antaranews.com/berita/2563833/polda-sumut-mendirikan-121-pospam-natal
2021-12-03_an_01_7,2021-12-03,Antara,Angkasa Pura II gandeng perusahaan dari India kelola Bandara Internasional Kualanamu,https://www.antaranews.com/foto/2563829/angkasa-pura-ii-gandeng-perusahaan-dari-india-kelola-bandara-internasional-kualanamu
2021-12-03_an_01_8,2021-12-03,Antara,Polres Bogor periksa kades di Cigombong soal jual beli tanah garapan,https://www.antaranews.com/berita/2563825/polres-bogor-periksa-kades-di-cigombong-soal-jual-beli-tanah-garapan
2021-12-03_an_01_9,2021-12-03,Antara,Satgas COVID-19 Bangka nyatakan tak ditemukan kasus positif,https://www.antaranews.com/berita/2563821/satgas-covid-19-bangka-nyatakan-tak-ditemukan-kasus-positif
2021-12-03_an_1_10,2021-12-03,Antara,Polisi selidiki dugaan penipuan lamaran kerja di PLTU Nagan Raya Aceh,https://www.antaranews.com/berita/2563817/polisi-selidiki-dugaan-penipuan-lamaran-kerja-di-pltu-nagan-raya-aceh
2021-12-03_an_02_1,2021-12-03,Antara,Bunda Disabilitas Gorontalo Idah Syahidah ajak difabel berprestasi,https://www.antaranews.com/berita/2563813/bunda-disabilitas-gorontalo-idah-syahidah-ajak-difabel-berprestasi
2021-12-03_an_02_2,2021-12-03,Antara,Ridwan Kamil berikan bonus kepada atlet Peparnas XVI,https://www.antaranews.com/video/2563793/ridwan-kamil-berikan-bonus-kepada-atlet-peparnas-xvi
2021-12-03_an_02_3,2021-12-03,Antara,Benitez pastikan penurunan performa Everton bukan kurang komitmen,https://www.antaranews.com/berita/2563805/benitez-pastikan-penurunan-performa-everton-bukan-kurang-komitmen
2021-12-03_an_02_4,2021-12-03,Antara,Kejati NTB upayakan kembalikan status lahan eks pusat perbelanjaan LCC,https://www.antaranews.com/berita/2563801/kejati-ntb-upayakan-kembalikan-status-lahan-eks-pusat-perbelanjaan-lcc
2021-12-03_an_02_5,2021-12-03,Antara,Satgas COVID-19 Balikpapan sebut tak ada penambahan kasus,https://www.antaranews.com/berita/2563797/satgas-covid-19-balikpapan-sebut-tak-ada-penambahan-kasus
2021-12-03_an_02_6,2021-12-03,Antara,Ada pembebasan denda pajak di Aceh hingga tahun depan,https://www.antaranews.com/video/2563741/ada-pembebasan-denda-pajak-di-aceh-hingga-tahun-depan
2021-12-03_an_02_7,2021-12-03,Antara,22 istri kepala daerah membatik pada rangkaian Kongres ke-5 JKPI,https://www.antaranews.com/berita/2563789/22-istri-kepala-daerah-membatik-pada-rangkaian-kongres-ke-5-jkpi
