unique_id,date,headline,source,url
2020-11-06_ja_0001,2020-11-06,"Revitalisasi Pasar Legi Dimulai, 3 Lantai Target Rampung November 2021",Jawa Pos,https://radarsolo.jawapos.com/read/2020/11/06/223329/revitalisasi-pasar-legi-dimulai-3-lantai-target-rampung-november-2021
2020-11-06_ja_0002,2020-11-06,Industri Otomotif Indonesia Mulai Sumringah Catat Kenaikan Penjualan,Jawa Pos,https://www.jawapos.com/oto-dan-tekno/otomotif/06/11/2020/industri-otomotif-indonesia-mulai-sumringah-catat-kenaikan-penjualan/
2020-11-06_ja_0003,2020-11-06,"Gibran-Teguh Ide Wellness Tourism, Bagyo-Supardjo: Hunian di Bantaran",Jawa Pos,https://radarsolo.jawapos.com/read/2020/11/06/223328/gibran-teguh-ide-wellness-tourism-bagyo-supardjo-hunian-di-bantaran
2020-11-06_ja_0004,2020-11-06,Menristek Jadikan Habibie Award Bergengsi Layaknya Nobel Prize,Jawa Pos,https://www.jawapos.com/nasional/06/11/2020/menristek-jadikan-habibie-award-bergengsi-layaknya-nobel-prize/
2020-11-06_ja_0005,2020-11-06,Agar Tak Kecewa Lakukan 4 Hal  Ini Sebelum Beli Mobil Hybrid Bekas,Jawa Pos,https://www.jawapos.com/oto-dan-tekno/otomotif/06/11/2020/agar-tak-kecewa-lakukan-4-hal-ini-sebelum-beli-mobil-hybrid-bekas/
2020-11-06_ja_0006,2020-11-06,Polisi di Bangkalan Temukan Truk di Hutan,Jawa Pos,https://radarmadura.jawapos.com/read/2020/11/06/223327/polisi-di-bangkalan-temukan-truk-di-hutan
2020-11-06_ja_0007,2020-11-06,Pemerintah Minta Karyawan yang Dirumahkan Dipekerjakan Lagi,Jawa Pos,https://radarbali.jawapos.com/read/2020/11/06/223316/pemerintah-minta-karyawan-yang-dirumahkan-dipekerjakan-lagi
2020-11-06_ja_0008,2020-11-06,"Raih Kemenangan Ke-1000, Rafael Nadal Gabung Bersama Tiga Legenda",Jawa Pos,https://www.jawapos.com/sports/06/11/2020/raih-kemenangan-ke-1000-rafael-nadal-gabung-bersama-tiga-legenda/
2020-11-06_ja_0009,2020-11-06,"Mengaku Sangat Hati-Hati, Eks Pemain Nomor Satu Dunia Postif Covid-19",Jawa Pos,https://www.jawapos.com/sports/06/11/2020/mengaku-sangat-hati-hati-eks-pemain-nomor-satu-dunia-postif-covid-19/
2020-11-06_ja_0010,2020-11-06,Lewis Hamilton Buka Wacana Tinggalkan Mercedes,Jawa Pos,https://www.jawapos.com/sports/06/11/2020/lewis-hamilton-buka-wacana-tinggalkan-mercedes/
2020-11-06_ja_0011,2020-11-06,"Tolak Kabar Biden Menang, Tim Kampanye Trump: Pemilu Belum Final!",Jawa Pos,https://www.jawapos.com/internasional/06/11/2020/tolak-kabar-biden-menang-tim-kampanye-trump-pemilu-belum-final/
2020-11-06_ja_0012,2020-11-06,"Salip Indonesia, Malaysia Luncurkan Honda CR-V dengan Fitur Sensing",Jawa Pos,https://www.jawapos.com/oto-dan-tekno/otomotif/06/11/2020/salip-indonesia-malaysia-luncurkan-honda-cr-v-dengan-fitur-sensing/
2020-11-06_ja_0013,2020-11-06,"Walau Berkiprah di Inggris, Sadar Tak Mudah Dapatkan Tempat di Timnas",Jawa Pos,https://www.jawapos.com/sepak-bola/sepak-bola-indonesia/06/11/2020/walau-berkiprah-di-inggris-sadar-tak-mudah-dapatkan-tempat-di-timnas/
2020-11-06_ja_0014,2020-11-06,Antusiasme Masyarakat Dukung Uji Klinis Vaksin Covid-19,Jawa Pos,https://radarmojokerto.jawapos.com/read/2020/11/06/223326/antusiasme-masyarakat-dukung-uji-klinis-vaksin-covid-19
2020-11-06_ja_0015,2020-11-06,"Barito Tak Lepas David Maulana, Hanya Akan Lepas Bagus ke FC Utrecht",Jawa Pos,https://www.jawapos.com/sepak-bola/sepak-bola-indonesia/06/11/2020/barito-tak-lepas-david-maulana-hanya-akan-lepas-bagus-ke-fc-utrecht/
2020-11-06_ja_0016,2020-11-06,"Sempat Mangkir karena Sakit, Wagub Kalbar Penuhi Panggilan Polisi",Jawa Pos,https://www.jawapos.com/nasional/hukum-kriminal/06/11/2020/sempat-mangkir-karena-sakit-wagub-kalbar-penuhi-panggilan-polisi/
2020-11-06_ja_0017,2020-11-06,Super Junior Rayakan 15 Tahun Karir di Dunia K-Pop,Jawa Pos,https://www.jawapos.com/entertainment/music-movie/06/11/2020/super-junior-rayakan-15-tahun-karir-di-dunia-k-pop/
2020-11-06_ja_0018,2020-11-06,"Pulang ke Indonesia, Rizieq Shihab Diharap Bawa Kesejukan",Jawa Pos,https://radarsemarang.jawapos.com/webtorial/2020/11/06/pulang-ke-indonesia-rizieq-shihab-diharap-bawa-kesejukan/
2020-11-06_ja_0019,2020-11-06,"Cekik Juara Karate Filipina di Ronde 1, Petarung Indonesia Menang Lagi",Jawa Pos,https://www.jawapos.com/sports/06/11/2020/cekik-juara-karate-filipina-di-ronde-1-petarung-indonesia-menang-lagi/
2020-11-06_ja_0020,2020-11-06,Lee Seung Gi Comeback Sebagai Penyanyi Setelah 5 Tahun Vakum,Jawa Pos,https://www.jawapos.com/entertainment/infotainment/06/11/2020/lee-seung-gi-comeback-sebagai-penyanyi-setelah-5-tahun-vakum/
2020-11-06_ja_0021,2020-11-06,Polres Tulungagung Selidiki Produsen dan Pemasok Pupuk Diduga Palsu,Jawa Pos,https://www.jawapos.com/nasional/hukum-kriminal/06/11/2020/polres-tulungagung-selidiki-produsen-dan-pemasok-pupuk-diduga-palsu/
2020-11-06_ja_0022,2020-11-06,"180 Guru SMP Positif Covid-19, Pemkot Masifkan Tes Swab",Jawa Pos,https://www.jawapos.com/surabaya/06/11/2020/180-guru-smp-positif-covid-19-pemkot-masifkan-tes-swab/
2020-11-06_ja_0023,2020-11-06,"Sudirta ""Bakar"" Semangat Kader Banteng untuk Menangkan Dana-Dipa",Jawa Pos,https://radarbali.jawapos.com/read/2020/11/06/223289/sudirta-bakar-semangat-kader-banteng-untuk-menangkan-dana-dipa
2020-11-06_ja_0024,2020-11-06,"Bupati Bogor Beri Insentif Penyuluh Agama Senilai Rp 2,4 Juta",Jawa Pos,https://www.jawapos.com/jabodetabek/06/11/2020/bupati-bogor-beri-insentif-penyuluh-agama-senilai-rp-24-juta/
2020-11-06_ja_0025,2020-11-06,Waspadai Letusan Eksplosif Merapi: Tak Akan Sedahsyat Kejadian 2010,Jawa Pos,https://radarsolo.jawapos.com/read/2020/11/06/223313/waspadai-letusan-eksplosif-merapi-tak-akan-sedahsyat-kejadian-2010
