unique_id,date,source,headline,url
2021-08-30_ja_0000,2021-08-30,Jawa Pos,Asyiknya Belajar Penguasaan Grammar dalam Perfect Tense melalui Dice Game,https://radarsemarang.jawapos.com/rubrik/untukmu-guruku/2021/08/30/asyiknya-belajar-penguasaan-grammar-dalam-perfect-tense-melalui-dice-game/
2021-08-30_ja_0001,2021-08-30,Jawa Pos,Golkar Bali Dorong Peningkatan Ekspor Pertanian Bali,https://radarbali.jawapos.com/read/2021/08/30/286127/golkar-bali-dorong-peningkatan-ekspor-pertanian-bali
2021-08-30_ja_0002,2021-08-30,Jawa Pos,6.535 Tenaga Kesehatan di Sulut Sudah Vaksinasi Dosis Ketiga,https://www.jawapos.com/jpg-today/30/08/2021/6-535-tenaga-kesehatan-di-sulut-sudah-vaksinasi-dosis-ketiga/
2021-08-30_ja_0003,2021-08-30,Jawa Pos,"Pakai UU Usang, Penyidik Polres Badung Diprotes dan Diadukan ke Polda",https://radarbali.jawapos.com/read/2021/08/30/286126/pakai-uu-usang-penyidik-polres-badung-diprotes-dan-diadukan-ke-polda
2021-08-30_ja_0004,2021-08-30,Jawa Pos,Puji Mobil Vaksin Keliling yang Digerakkan Polrestabes Surabaya,https://www.jawapos.com/jpg-today/30/08/2021/puji-mobil-vaksin-keliling-yang-digerakkan-polrestabes-surabaya/
2021-08-30_ja_0005,2021-08-30,Jawa Pos,WHO Kirim Pasokan Obat-Obatan untuk Afghanistan,https://www.jawapos.com/internasional/30/08/2021/who-kirim-pasokan-obat-obatan-untuk-afghanistan/
2021-08-30_ja_0006,2021-08-30,Jawa Pos,Keefektifan Model Blended Learning dalam Pembelajaran Jarak Jauh,https://radarsemarang.jawapos.com/rubrik/untukmu-guruku/2021/08/30/keefektifan-model-blended-learning-dalam-pembelajaran-jarak-jauh/
2021-08-30_ja_0007,2021-08-30,Jawa Pos,Utang NTB tanpa Persetujuan Dewan,https://lombokpost.jawapos.com/opini/30/08/2021/utang-ntb-tanpa-persetujuan-dewan/
2021-08-30_ja_0008,2021-08-30,Jawa Pos,"Alhamdulillah, Kasus Covid 19 Terus Menurun, Kesembuhan Naik",https://lombokpost.jawapos.com/nasional/30/08/2021/alhamdulillah-kasus-covid-19-terus-menurun-kesembuhan-naik/
2021-08-30_ja_0009,2021-08-30,Jawa Pos,"Pembalap Tak Bisa Melihat Apapun, Race Sementara Dihentikan",https://www.jawapos.com/sports/30/08/2021/pembalap-tak-bisa-melihat-apapun-race-sementara-dihentikan/
2021-08-30_ja_0010,2021-08-30,Jawa Pos,"Terkait Vaksinasi Covid-19, Menkes Sebut Indonesia Bisa Lampaui Jerman",https://www.jawapos.com/nasional/30/08/2021/terkait-vaksinasi-covid-19-menkes-sebut-indonesia-bisa-lampaui-jerman/
2021-08-30_ja_0011,2021-08-30,Jawa Pos,"Insentif Guru Madrasah Non PNS Segera Cair,  Rp 250 Ribu per Bulan",https://lombokpost.jawapos.com/nasional/30/08/2021/insentif-guru-madrasah-non-pns-segera-cair-rp-250-ribu-per-bulan/
2021-08-30_ja_0012,2021-08-30,Jawa Pos,"Adaptasi-Ketajaman Mata, Penting Saat Berkendara Agar Tetap #Cari_Aman",https://radarbali.jawapos.com/read/2021/08/30/286107/adaptasi-ketajaman-mata-penting-saat-berkendara-agar-tetap-cari-aman
2021-08-30_ja_0013,2021-08-30,Jawa Pos,Hultah ke-86 NWDI  Dihadiri Sejumlah Menteri dan Ulama dari Luar Negeri,https://lombokpost.jawapos.com/ntb/30/08/2021/hultah-ke-86-nwdi-dihadiri-sejumlah-menteri-dan-ulama-dari-luar-negeri/
2021-08-30_ja_0014,2021-08-30,Jawa Pos,"Langgar Kode Etik Berat, Pimpinan KPK Dipotong Gaji, Pegawai Dipecat",https://www.jawapos.com/nasional/30/08/2021/langgar-kode-etik-berat-pimpinan-kpk-dipotong-gaji-pegawai-dipecat/
2021-08-30_ja_0015,2021-08-30,Jawa Pos,"Sengkarut Lahan di Mandalika, ITDC Diminta Selesaikan Secara Kekeluargaan",https://lombokpost.jawapos.com/nasional/30/08/2021/sengkarut-lahan-di-mandalika-itdc-diminta-selesaikan-secara-kekeluargaan/
2021-08-30_ja_0016,2021-08-30,Jawa Pos,"PON Papua Diikuti 7.066 Atlet, Kans tanpa Penonton",https://www.jawapos.com/sports/30/08/2021/pon-papua-diikuti-7-066-atlet-kans-tanpa-penonton/
2021-08-30_ja_0017,2021-08-30,Jawa Pos,"Pilgub NTB 2024, PKS Akan Kembali Usung Zul-Rohmi",https://lombokpost.jawapos.com/politika/30/08/2021/pilgub-ntb-2024-pks-akan-kembali-usung-zul-rohmi/
2021-08-30_ja_0018,2021-08-30,Jawa Pos,"Raih Kemenangan Kelima, Gelar Juara Fabio Quartararo Semakin Dekat",https://www.jawapos.com/sports/30/08/2021/raih-kemenangan-kelima-gelar-juara-fabio-quartararo-semakin-dekat/
2021-08-30_ja_0019,2021-08-30,Jawa Pos,"Vaksinasi Pelajar Belum 80 Persen, Sekolah di Jogjakarta Belum PTM",https://radarjogja.jawapos.com/jogja-raya/2021/08/30/vaksinasi-pelajar-belum-80-persen-sekolah-di-jogjakarta-belum-ptm/
2021-08-30_ja_0020,2021-08-30,Jawa Pos,"Triwulan II-2021, Sektor Pertanian Tumbuh 0,38 Persen",https://radarmadura.jawapos.com/read/2021/08/30/286125/triwulan-ii-2021-sektor-pertanian-tumbuh-038-persen
2021-08-30_ja_0021,2021-08-30,Jawa Pos,3 Hal Yang Wajib Dilakukan Setelah Sembuh Dari Covid-19,https://www.jawapos.com/photo/3-hal-yang-wajib-dilakukan-setelah-sembuh-dari-covid-19/
2021-08-30_ja_0022,2021-08-30,Jawa Pos,"Lagi, Dua Tsk Pembuat Suket Rapid Palsu Seharga Rp100 Ribuan Ditangkap",https://radarbali.jawapos.com/read/2021/08/30/286110/lagi-dua-tsk-pembuat-suket-rapid-palsu-seharga-rp100-ribuan-ditangkap
