unique_id,date,headline,source,url
2020-10-05_ja_0001,2020-10-05,HUT TNI  Tanam Terumbu Karang dan Lepas Tukik di Senggigi,Jawa Pos,https://lombokpost.jawapos.com/giri-menang/05/10/2020/hut-tni-tanam-terumbu-karang-dan-lepas-tukik-di-senggigi/
2020-10-05_ja_0002,2020-10-05,"Kisruh Pesilat & Ormas di Pedan, Danrem: Persaudaraan yang Terdistorsi",Jawa Pos,https://radarsolo.jawapos.com/read/2020/10/05/217519/kisruh-pesilat-ormas-di-pedan-danrem-persaudaraan-yang-terdistorsi
2020-10-05_ja_0003,2020-10-05,"Kaca Mobil Sering Berembun Saat Musim Hujan, Ini Cara Mengatasinya",Jawa Pos,https://www.jawapos.com/oto-dan-tekno/otomotif/05/10/2020/kaca-mobil-sering-berembun-saat-musim-hujan-ini-cara-mengatasinya/
2020-10-05_ja_0004,2020-10-05,Ini Kondisi 9 Anggota DPRD Buleleng yang Terjangkit Covid-19,Jawa Pos,https://radarbali.jawapos.com/read/2020/10/05/217498/ini-kondisi-9-anggota-dprd-buleleng-yang-terjangkit-covid-19
2020-10-05_ja_0005,2020-10-05,Perhimpunan Dokter Tolak Peraturan Menkes tentang Layanan Radiologi,Jawa Pos,https://www.jawapos.com/nasional/05/10/2020/perhimpunan-dokter-tolak-peraturan-menkes-tentang-layanan-radiologi/
2020-10-05_ja_0006,2020-10-05,Bupati nonaktif Sidoarjo Saiful Ilah Divonis Tiga Tahun,Jawa Pos,https://www.jawapos.com/photo/bupati-nonaktif-sidoarjo-saiful-ilah-divonis-tiga-tahun/
2020-10-05_ja_0007,2020-10-05,"Rapat Paripurna DPR Sahkan ""Omnibus Law"" Undang-Undang Cipta Kerja",Jawa Pos,https://www.jawapos.com/photo/rapat-paripurna-dpr-sahkan-omnibus-law-undang-undang-cipta-kerja/
2020-10-05_ja_0008,2020-10-05,Menpan RB Rapat Kerja dengan Komisi II DPR RI,Jawa Pos,https://www.jawapos.com/photo/menpan-rb-rapat-kerja-dengan-komisi-ii-dpr-ri/
2020-10-05_ja_0009,2020-10-05,Aksi Pekerja Hiburan Malam Demo di Depan DPRD DKI Jakarta,Jawa Pos,https://www.jawapos.com/photo/aksi-pekerja-hiburan-malam-demo-di-depan-dprd-dki-jakarta/
2020-10-05_ja_0010,2020-10-05,BKSDA dan Ditpolair Polda Jatim Bongkar Kasus Perdagangan Lutung Jawa,Jawa Pos,https://radarmadura.jawapos.com/read/2020/10/05/217514/bksda-dan-ditpolair-polda-jatim-bongkar-kasus-perdagangan-lutung-jawa
2020-10-05_ja_0011,2020-10-05,"Perceraian Marak di Kala Pandemi Covid-19, Ini Kata Akademisi Unud",Jawa Pos,https://radarbali.jawapos.com/read/2020/10/05/217493/perceraian-marak-di-kala-pandemi-covid-19-ini-kata-akademisi-unud
2020-10-05_ja_0012,2020-10-05,Peringatan HUT TNI ke-75 Dilakukan Virtual,Jawa Pos,https://www.jawapos.com/photo/peringatan-hut-tni-ke-75-dilakukan-virtual/
2020-10-05_ja_0013,2020-10-05,Gilang Dirga Suka Ledekin Lesti-Rizky Billar Di Balik Panggung,Jawa Pos,https://www.jawapos.com/entertainment/infotainment/05/10/2020/gilang-dirga-suka-ledekin-lesti-rizky-billar-di-balik-panggung/
