unique_id,date,source,headline,url
2021-02-04_te_0000,2021-02-04,Tempo,Turun Tangan,https://koran.tempo.co/read/cover-story/462093/yudhoyono-turun-tangan-cegah-kongres-luar-biasa
2021-02-04_te_0001,2021-02-04,Tempo,Reaksi Yudhoyono Membendung Manuver Moeldoko,https://koran.tempo.co/read/berita-utama/462092/reaksi-sby-membendung-manuver-moeldoko
2021-02-04_te_0002,2021-02-04,Tempo,Hasrat Moeldoko Masuk ke Gelanggang Politik,https://koran.tempo.co/read/berita-utama/462090/hasrat-politik-moeldoko-dan-keluh-kesah-kader-demokrat
2021-02-04_te_0003,2021-02-04,Tempo,Dukungan Mengalir dari Pengurus Daerah,https://koran.tempo.co/read/berita-utama/462089/kisah-pengurus-demokrat-di-daerah-setia-mendukung-agus-yudhoyono
2021-02-04_te_0004,2021-02-04,Tempo,Kisruh Partai Berulang di Era Jokowi,https://koran.tempo.co/read/berita-utama/462084/mengapa-kisruh-partai-kerap-berulang-di-era-jokowi
2021-02-04_te_0005,2021-02-04,Tempo,"Kalau Kemarin Dipilih Secara Aklamasi, Kenapa Mesti Takut?",https://koran.tempo.co/read/berita-utama/462078/cerita-moeldoko-bertemu-kader-demokrat-dan-tudingan-kudeta
2021-02-04_te_0006,2021-02-04,Tempo,Naturalisasi Kepala Daerah,https://koran.tempo.co/read/editorial/462074/editorial-warga-amerika-jadi-kepala-daerah
2021-02-04_te_0007,2021-02-04,Tempo,Mengecek Standar Menjelang Kenaikan Tarif,https://koran.tempo.co/read/ekonomi-dan-bisnis/462085/bpjt-periksa-standar-layanan-jalan-tol
2021-02-04_te_0008,2021-02-04,Tempo,Standar Wajib Sebelum Naik Tarif,https://koran.tempo.co/read/ekonomi-dan-bisnis/462072/infografis-standar-layanan-jalur-bebas-hambatan
2021-02-04_te_0009,2021-02-04,Tempo,BPJT Usulkan Insentif untuk Calon Investor,https://koran.tempo.co/read/ekonomi-dan-bisnis/462083/bpjt-usulkan-insentif-baru-untuk-operator-jalan-tol
2021-02-04_te_0010,2021-02-04,Tempo,Musim Mekar Perusahaan Urun Dana,https://koran.tempo.co/read/ekonomi-dan-bisnis/462088/musim-mekar-perusahaan-urun-dana
2021-02-04_te_0011,2021-02-04,Tempo,Gencar Menghimpun Dana,https://koran.tempo.co/read/ekonomi-dan-bisnis/462080/gencar-menghimpun-dana-di-luar-pasar-modal
2021-02-04_te_0012,2021-02-04,Tempo,Regulasi dan Stimulus untuk Kendaraan Listrik,https://koran.tempo.co/read/ekonomi-dan-bisnis/462082/apa-saja-regulasi-dan-stimulus-untuk-industri-kendaraan-listrik
2021-02-04_te_0013,2021-02-04,Tempo,Siasat Holding dari Hulu hingga Hilir,https://koran.tempo.co/read/ekonomi-dan-bisnis/462076/bagaimana-siasat-holding-baterai-dari-hulu-hingga-hilir
2021-02-04_te_0014,2021-02-04,Tempo,Menjaga Momentum Kendaraan Listrik,https://koran.tempo.co/read/ekonomi-dan-bisnis/462067/kiat-pemerintah-menjaga-momentum-kendaraan-listrik
2021-02-04_te_0015,2021-02-04,Tempo,Aman Pangan hingga Akhir Tahun,https://koran.tempo.co/read/ekonomi-dan-bisnis/462077/stok-beras-bulog-hingga-akhir-tahun
2021-02-04_te_0016,2021-02-04,Tempo,Bulog Menanti Penugasan,https://koran.tempo.co/read/ekonomi-dan-bisnis/462086/bulog-menanti-penugasan-impor-gula
2021-02-04_te_0017,2021-02-04,Tempo,Di Balik Sensasi Senyap Sesaat,https://koran.tempo.co/read/ilmu-dan-teknologi/462066/di-balik-hilangnya-pendengaran-untuk-sesaat
2021-02-04_te_0018,2021-02-04,Tempo,DKI Bolehkan Kegiatan Komersial di Tanah Wakaf,https://koran.tempo.co/read/metro/462073/dki-setujui-kegiatan-komersial-di-lahan-wakaf
2021-02-04_te_0019,2021-02-04,Tempo,Tak Lagi Sebatas Masjid dan Kuburan,https://koran.tempo.co/read/metro/462075/badan-wakaf-indonesia-minta-kembangkan-lahan-wakaf-produktif
2021-02-04_te_0020,2021-02-04,Tempo,Potensi Ekonomi di Ribuan Lokasi,https://koran.tempo.co/read/metro/462065/potensi-ekonomi-di-ribuan-lokasi
2021-02-04_te_0021,2021-02-04,Tempo,Resah Penggarap di Bekas Lahan Perkebunan,https://koran.tempo.co/read/metro/462081/resah-penggarap-di-bekas-lahan-perkebunan-teh-puncak
2021-02-04_te_0022,2021-02-04,Tempo,Naik-Turun RW Merah di Jakarta,https://koran.tempo.co/read/metro/462071/rw-zona-merah-di-jakarta-kembali-meningkat
2021-02-04_te_0023,2021-02-04,Tempo,Kemendagri: KTP Bupati Sabu Raijua Bisa Dibatalkan,https://koran.tempo.co/read/nasional/462091/pemerintah-kaji-status-kewarganegaraan-bupati-sabu-raijua-terpilih
2021-02-04_te_0024,2021-02-04,Tempo,Aneka Gelar Sang Bupati Terpilih,https://koran.tempo.co/read/nasional/462087/aneka-gelar-pendidikan-calon-bupati-sabu-raijua-terpilih
2021-02-04_te_0025,2021-02-04,Tempo,Kontroversi Pejabat Berkewarganegaraan Ganda,https://koran.tempo.co/read/nasional/462079/kontroversi-pejabat-berkewarganegaraan-ganda
2021-02-04_te_0026,2021-02-04,Tempo,Asesmen Nasional dan Koloni OECD,https://koran.tempo.co/read/opini/462063/opini-asesmen-nasional-dan-koloni-oecd-oleh-iman-zanatul-haeri
2021-02-04_te_0027,2021-02-04,Tempo,Pemerintah Percepat Vaksinasi Massal,https://koran.tempo.co/read/ragam/462070/vaksinasi-covid-19-satgas
2021-02-04_te_0028,2021-02-04,Tempo,Percepat Penyuntikan,https://koran.tempo.co/read/ragam/462069/vaksinasi-covid-19-satgas
