unique_id,date,headline,source,url
2020-04-11_te_0001,2020-04-11,Kampus Ikut Berpacu dengan Virus,Tempo,https://koran.tempo.co/read/cover-story/451736/kampus-ikut-berpacu-dengan-virus
2020-04-11_te_0002,2020-04-11,Berganti Yuga,Tempo,https://koran.tempo.co/read/cari-angin/451757/berganti-yuga
2020-04-11_te_0003,2020-04-11,Kampus Turun Tangan Membuat Ventilator,Tempo,https://koran.tempo.co/read/berita-utama/451756/kampus-turun-tangan-membuat-ventilator
2020-04-11_te_0004,2020-04-11,Keterbatasan Ventilator Tingkatkan Risiko Kematian,Tempo,https://koran.tempo.co/read/berita-utama/451755/keterbatasan-ventilator-tingkatkan-risiko-kematian
2020-04-11_te_0005,2020-04-11,Belum Ada Sanksi di Masa Transisi,Tempo,https://koran.tempo.co/read/berita-utama/451754/belum-ada-sanksi-di-masa-transisi
2020-04-11_te_0006,2020-04-11,Syarat Pembatasan Berskala Besar Jawa Barat Telah Lengkap,Tempo,https://koran.tempo.co/read/berita-utama/451752/syarat-pembatasan-berskala-besar-jawa-barat-telah-lengkap
2020-04-11_te_0007,2020-04-11,PBB Peringatkan Peluang Teror Saat Pandemi,Tempo,https://koran.tempo.co/read/internasional/451751/pbb-peringatkan-peluang-teror-saat-pandemi
2020-04-11_te_0008,2020-04-11,Ijtimak di Gowa Jadi Kluster Baru,Tempo,https://koran.tempo.co/read/nasional/451750/ijtimak-di-gowa-jadi-kluster-baru
2020-04-11_te_0009,2020-04-11,OPEC Pangkas Produksi Akibat Corona,Tempo,https://koran.tempo.co/read/internasional/451749/opec-pangkas-produksi-akibat-corona
2020-04-11_te_0010,2020-04-11,Pasokan Gula Selama Ramadan Andalkan Impor,Tempo,https://koran.tempo.co/read/ekonomi-dan-bisnis/451748/pasokan-gula-selama-ramadan-andalkan-impor
2020-04-11_te_0011,2020-04-11,Atlet Pelatnas Bulu Tangkis Tetap Berlatih,Tempo,https://koran.tempo.co/read/olah-raga/451753/atlet-pelatnas-bulu-tangkis-tetap-berlatih
2020-04-11_te_0012,2020-04-11,Berita Bohong,Tempo,https://koran.tempo.co/read/olah-raga/451759/berita-bohong
2020-04-11_te_0013,2020-04-11,Layanan Multifungsi Berbasis Aplikasi,Tempo,https://koran.tempo.co/read/ekonomi-dan-bisnis/451747/layanan-multifungsi-berbasis-aplikasi
2020-04-11_te_0014,2020-04-11,Berawal dari Kesuksesan Sancho,Tempo,https://koran.tempo.co/read/olah-raga/451758/berawal-dari-kesuksesan-sancho
2020-04-11_te_0015,2020-04-11,Ikatan Suci di Tengah Pandemi,Tempo,https://koran.tempo.co/read/fotografi/451746/ikatan-suci-di-tengah-pandemi
2020-04-11_te_0016,2020-04-11,Nyanyian Doa bagi Bumi,Tempo,https://koran.tempo.co/read/seni/451745/nyanyian-doa-bagi-bumi
2020-04-11_te_0017,2020-04-11,Meluruskan Makna Kosakata Keagamaan,Tempo,https://koran.tempo.co/read/buku/451744/meluruskan-makna-kosakata-keagamaan
2020-04-11_te_0018,2020-04-11,Aplikasi Mobile Cryptocurrency,Tempo,https://koran.tempo.co/read/itempo/451743/aplikasi-mobile-cryptocurrency
2020-04-11_te_0019,2020-04-11,Tetapi ...,Tempo,https://koran.tempo.co/read/sastra/451742/tetapi
2020-04-11_te_0020,2020-04-11,Jalan Air,Tempo,https://koran.tempo.co/read/sastra/451741/jalan-air
2020-04-11_te_0021,2020-04-11,Bekal Doa ke Binaiya,Tempo,https://koran.tempo.co/read/perjalanan/451740/bekal-doa-ke-binaiya
2020-04-11_te_0022,2020-04-11,Kreasi Edukasi di Masa Pandemi,Tempo,https://koran.tempo.co/read/topik/451738/kreasi-edukasi-di-masa-pandemi
2020-04-11_te_0023,2020-04-11,Edukasi tanpa Menakuti,Tempo,https://koran.tempo.co/read/topik/451739/edukasi-tanpa-menakuti
2020-04-11_te_0024,2020-04-11,Hari Prast: Karya Saya Banyak Digunakan untuk Menggalang Donasi,Tempo,https://koran.tempo.co/read/tamu/451737/hari-prast-karya-saya-banyak-digunakan-untuk-menggalang-donasi
2020-04-11_te_0025,2020-04-11,Iklan Pengumuman,Tempo,https://koran.tempo.co/read/daftar-iklan-baris/451903/iklan-pengumuman
