unique_id,date,source,headline,url
2022-03-29_te_0000,2022-03-29,Tempo,Dari Rumah Tahanan ke Pesta Pernikahan,https://koran.tempo.co/read/nasional/472794/terpidana-edward-soeryadjaya-hadir-di-pesta-pernikahan-anak-mantan-suami-yuni-shara
2022-03-29_te_0001,2022-03-29,Tempo,Dari Rumah Tahanan ke Pesta Pernikahan,https://koran.tempo.co/read/nasional/438964/edward-soeryadjaya-divonis-125-tahun-penjara
2022-03-29_te_0002,2022-03-29,Tempo,Dari Rumah Tahanan ke Pesta Pernikahan,https://koran.tempo.co/read/peristiwa/431590/pengadilan-tolak-eksepsi-edward-soeryadjaya
2022-03-29_te_0003,2022-03-29,Tempo,Dari Rumah Tahanan ke Pesta Pernikahan,https://koran.tempo.co/read/peristiwa/431590/pengadilan-tolak-eksepsi-edward-soeryadjaya
2022-03-29_te_0004,2022-03-29,Tempo,"Ditolak Amerika, Rusia Tetap Diajak",https://koran.tempo.co/read/nasional/472797/indonesia-tetap-undang-presiden-rusia-vladimir-putin-di-ktt-g20
2022-03-29_te_0005,2022-03-29,Tempo,Demi Keselamatan Pembalap Formula E,https://koran.tempo.co/read/metro/472798/demi-keselamatan-pembalap-formula-e
2022-03-29_te_0006,2022-03-29,Tempo,Memperketat Pengawasan di Era Transformasi Digital,https://koran.tempo.co/read/ekonomi-dan-bisnis/472799/bagaimana-ojk-menerapkan-teknologi-baru-untuk-meningkatkan-pengawasan-bank
2022-03-29_te_0007,2022-03-29,Tempo,Solusi Kuota Atasi Kelangkaan,https://koran.tempo.co/read/ekonomi-dan-bisnis/472800/dpr-setujui-usulan-pertamina-untuk-menambah-kuota-solar-bersubsidi
2022-03-29_te_0008,2022-03-29,Tempo,Menyusut Target karena Kapasitas Tribun,https://koran.tempo.co/read/metro/472803/target-penonton-formula-e-semakin-menyusut
2022-03-29_te_0009,2022-03-29,Tempo,BPH Migas Akan Revisi Aturan Penerima Solar Bersubsidi,https://koran.tempo.co/read/ekonomi-dan-bisnis/472804/bph-migas-akan-revisi-aturan-penerima-solar-bersubsidi
2022-03-29_te_0010,2022-03-29,Tempo,Menggenjot Kinerja Pelabuhan Patimban,https://koran.tempo.co/read/ekonomi-dan-bisnis/472805/bagaimana-pemerintah-mendorong-ekspor-mobil-lewat-pelabuhan-patimban
2022-03-29_te_0011,2022-03-29,Tempo,Waspada Kenaikan Harga Bahan Pokok,https://koran.tempo.co/read/ekonomi-dan-bisnis/472806/waspada-kenaikan-harga-bahan-pokok
2022-03-29_te_0012,2022-03-29,Tempo,Menanti Geliat Kawasan Rebana,https://koran.tempo.co/read/ekonomi-dan-bisnis/472807/bagaimana-pelabuhan-patimban-dan-subang-smartpolitan-akan-menghidupkan-kawasan-rebana
2022-03-29_te_0013,2022-03-29,Tempo,Disiapkan untuk Mudik Lebaran,https://koran.tempo.co/read/metro/472808/jalur-ganda-bogor-sukabumi-siap-digunakan-untuk-mudik-lebaran
