unique_id,date,source,headline,url
2021-07-30_de_01_0,2021-07-30,Detik,Kemenkop dan Bank Indonesia Luncurkan Pusat Wastra Nusantara,https://news.detik.com/berita/d-5663784/kemenkop-dan-bank-indonesia-luncurkan-pusat-wastra-nusantara
2021-07-30_de_01_1,2021-07-30,Detik,"Polisi Dirikan Posko PPKM di Pasar Ikan Muara Baru, Prokes Diperketat",https://news.detik.com/berita/d-5663781/polisi-dirikan-posko-ppkm-di-pasar-ikan-muara-baru-prokes-diperketat
2021-07-30_de_01_2,2021-07-30,Detik,Ustaz Das'ad Latif: Jangan Musuhi Polisi,https://news.detik.com/berita/d-5663779/ustaz-dasad-latif-jangan-musuhi-polisi
2021-07-30_de_01_3,2021-07-30,Detik,Pemkot Probolinggo Luncurkan Pelayanan Medis Online 24 Jam,https://news.detik.com/berita-jawa-timur/d-5663777/pemkot-probolinggo-luncurkan-pelayanan-medis-online-24-jam
2021-07-30_de_01_4,2021-07-30,Detik,Pemerintah Diminta Makin Kompak dalam Satu Komando Tangani Pandemi,https://news.detik.com/berita/d-5663776/pemerintah-diminta-makin-kompak-dalam-satu-komando-tangani-pandemi
2021-07-30_de_01_5,2021-07-30,Detik,"Kapal Tanker Hartawan Israel Diserang di Laut Oman, 2 Awak Tewas",https://news.detik.com/internasional/d-5663761/kapal-tanker-hartawan-israel-diserang-di-laut-oman-2-awak-tewas
2021-07-30_de_01_6,2021-07-30,Detik,Gubernur Lampung Apresiasi Bantuan Gerindra Tangani Pandemi,https://news.detik.com/berita/d-5663790/gubernur-lampung-apresiasi-bantuan-gerindra-tangani-pandemi
2021-07-30_de_01_7,2021-07-30,Detik,Pemulihan Ekonomi Jadi Prioritas Pembahasan APBD 2022 Kabupaten Bogor,https://news.detik.com/berita/d-5663758/pemulihan-ekonomi-jadi-prioritas-pembahasan-apbd-2022-kabupaten-bogor
2021-07-30_de_01_8,2021-07-30,Detik,Pria Tewas Tersetrum Listrik di Tiang Kabel Telekomunikasi di Jakbar,https://news.detik.com/berita/d-5663756/pria-tewas-tersetrum-listrik-di-tiang-kabel-telekomunikasi-di-jakbar
2021-07-30_de_01_9,2021-07-30,Detik,"Gugatan Ditolak MK, Denny Indrayana Dipastikan Kalah di Pilgub Kalsel",https://news.detik.com/berita/d-5663753/gugatan-ditolak-mk-denny-indrayana-dipastikan-kalah-di-pilgub-kalsel
2021-07-30_de_1_10,2021-07-30,Detik,Pangkal Masalah Vaksinasi Corona Tak Merata di Daerah,https://news.detik.com/berita/d-5663751/pangkal-masalah-vaksinasi-corona-tak-merata-di-daerah
2021-07-30_de_1_11,2021-07-30,Detik,HNW Ajak Forum Betawi Rempug Bantu Rakyat Atasi COVID-19,https://news.detik.com/berita/d-5663749/hnw-ajak-forum-betawi-rempug-bantu-rakyat-atasi-covid-19
2021-07-30_de_1_12,2021-07-30,Detik,Modus Tersangka Ubah Tabung APAR Jadi Tabung Oksigen: Dicuci-Diwarnai,https://news.detik.com/berita/d-5663733/modus-tersangka-ubah-tabung-apar-jadi-tabung-oksigen-dicuci-diwarnai
2021-07-30_de_1_13,2021-07-30,Detik,Ambulans yang Dihalang-halangi Sedan di Tangsel Hendak Jemput Pasien Kritis,https://news.detik.com/berita/d-5663729/ambulans-yang-dihalang-halangi-sedan-di-tangsel-hendak-jemput-pasien-kritis
2021-07-30_de_1_14,2021-07-30,Detik,"Pencanangan Zona Integritas, Upaya DPD Wujudkan Birokrasi Bebas KKN",https://news.detik.com/berita/d-5663728/pencanangan-zona-integritas-upaya-dpd-wujudkan-birokrasi-bebas-kkn
2021-07-30_de_1_15,2021-07-30,Detik,"Zulhas Digugat Rp 100 M, PAN Ungkit Indisipliner Penggugat di Pilkada 2020",https://news.detik.com/berita/d-5663726/zulhas-digugat-rp-100-m-pan-ungkit-indisipliner-penggugat-di-pilkada-2020
